"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"58",7693386," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"59",7693386," easy_6",1e-07,1,0,0.434343434343,0.5,0.61,0.01
"60",7693386," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"61",7693386," easy_2",1e-07,1,0,0.484848484848,0.5,0.61,0.01
"62",7693386," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"63",7693386," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"64",7693386," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"65",7693386," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"66",7693386," moderate_5",1e-07,1,0,0.848484848485,0.5,0.61,0.01
"67",7693386," moderate_4",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"68",7693386," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"69",7693386," moderate_3",1e-07,1,0,0.838383838384,0.5,0.61,0.01
"70",7693386," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"71",7693386," easy_3",1e-07,1,0,0.0909090909091,0.5,0.61,0.01
"72",7693386," hard_6",1e-07,1,0,0.454545454545,0.5,0.61,0.01
"73",3044255," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"74",3044255," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"75",3044255," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"76",3044255," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"77",3044255," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"78",3044255," easy_1",1e-07,1,0,0.949494949495,0.5,0.61,0.01
"79",3044255," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"80",3044255," hard_5",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"81",3044255," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"82",3044255," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"83",3044255," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"84",3044255," moderate_5",1e-07,1,0,0.989898989899,0.5,0.61,0.01
"85",3044255," moderate_4",1e-07,1,0,0.969696969697,0.5,0.61,0.01
"86",3044255," easy_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"87",3044255," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"88",3044255," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"89",3044255," easy_3",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"90",3044255," hard_6",1e-07,4,0,0.333333333333,0.5,0.61,0.01
"91",5990863," hard_1",1e-07,2,0,0.838383838384,0.5,0.61,0.01
"92",5990863," moderate_6",1e-07,1,0,0.0909090909091,0.5,0.61,0.01
"93",5990863," hard_3",1e-07,1,0,0.555555555556,0.5,0.61,0.01
"94",5990863," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"95",5990863," easy_6",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"96",5990863," easy_1",1e-07,1,0,0.989898989899,0.5,0.61,0.01
"97",5990863," easy_2",1e-07,1,0,0.464646464646,0.5,0.61,0.01
"98",5990863," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"99",5990863," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"100",5990863," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"101",5990863," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"102",5990863," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"103",5990863," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"104",5990863," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"105",5990863," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"106",5990863," hard_4",1e-07,3,0,0.979797979798,0.5,0.61,0.01
"107",5990863," easy_3",1e-07,1,0,0.131313131313,0.5,0.61,0.01
"108",5990863," hard_6",1e-07,1,0,0.464646464646,0.5,0.61,0.01
"109",2267226," hard_1",1e-07,2,0,0.767676767677,0.5,0.61,0.01
"110",2267226," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"111",2267226," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"112",2267226," hard_2",1e-07,1,0,0.0909090909091,0.5,0.61,0.01
"113",2267226," easy_6",1e-07,1,0,0.474747474747,0.5,0.61,0.01
"114",2267226," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"115",2267226," easy_2",1e-07,1,0,0.373737373737,0.5,0.61,0.01
"116",2267226," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"117",2267226," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"118",2267226," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"119",2267226," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"120",2267226," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"121",2267226," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"122",2267226," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"123",2267226," moderate_3",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"124",2267226," hard_4",1e-07,3,0,0.464646464646,0.5,0.61,0.01
"125",2267226," easy_3",1e-07,1,0,0.979797979798,0.5,0.61,0.01
"126",2267226," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"127",5874796," hard_1",1e-07,3,0,0.535353535354,0.5,0.61,0.01
"128",5874796," moderate_6",1e-07,1,0,0.878787878788,0.5,0.61,0.01
"129",5874796," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"130",5874796," hard_2",1e-07,3,0,0.242424242424,0.5,0.61,0.01
"131",5874796," easy_6",1e-07,1,0,0.555555555556,0.5,0.61,0.01
"132",5874796," easy_1",1e-07,1,0,0.585858585859,0.5,0.61,0.01
"133",5874796," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"134",5874796," hard_5",1e-07,1,0,0.0808080808081,0.5,0.61,0.01
"135",5874796," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"136",5874796," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"137",5874796," moderate_1",1e-07,1,0,0.474747474747,0.5,0.61,0.01
"138",5874796," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"139",5874796," moderate_4",1e-07,1,0,0.545454545455,0.5,0.61,0.01
"140",5874796," easy_4",1e-07,2,0,0.717171717172,0.5,0.61,0.01
"141",5874796," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"142",5874796," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"143",5874796," easy_3",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"144",5874796," hard_6",1e-07,2,0,0.383838383838,0.5,0.61,0.01
"145",6576945," hard_1",1e-07,3,0,0.0808080808081,0.5,0.61,0.01
"146",6576945," moderate_6",1e-07,1,0,0.0707070707071,0.5,0.61,0.01
"147",6576945," hard_3",1e-07,2,0,0.323232323232,0.5,0.61,0.01
"148",6576945," hard_2",1e-07,2,0,0.363636363636,0.5,0.61,0.01
"149",6576945," easy_6",1e-07,1,0,0.333333333333,0.5,0.61,0.01
"150",6576945," easy_1",1e-07,1,0,0.919191919192,0.5,0.61,0.01
"151",6576945," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"152",6576945," hard_5",1e-07,1,0,0.171717171717,0.5,0.61,0.01
"153",6576945," moderate_2",1e-07,1,0,0.858585858586,0.5,0.61,0.01
"154",6576945," easy_5",1e-07,1,0,0.525252525253,0.5,0.61,0.01
"155",6576945," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"156",6576945," moderate_5",1e-07,1,0,0.939393939394,0.5,0.61,0.01
"157",6576945," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"158",6576945," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"159",6576945," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"160",6576945," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"161",6576945," easy_3",1e-07,1,0,0.171717171717,0.5,0.61,0.01
"162",6576945," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"163",3886791," hard_1",1e-07,2,0,0.363636363636,0.5,0.61,0.01
"164",3886791," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"165",3886791," hard_3",1e-07,3,0,0.0909090909091,0.5,0.61,0.01
"166",3886791," hard_2",1e-07,3,0,0.515151515152,0.5,0.61,0.01
"167",3886791," easy_6",1e-07,1,0,0.494949494949,0.5,0.61,0.01
"168",3886791," easy_1",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"169",3886791," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"170",3886791," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"171",3886791," moderate_2",1e-07,1,0,0.10101010101,0.5,0.61,0.01
"172",3886791," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"173",3886791," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"174",3886791," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"175",3886791," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"176",3886791," easy_4",1e-07,1,0,0.888888888889,0.5,0.61,0.01
"177",3886791," moderate_3",1e-07,1,0,0.585858585859,0.5,0.61,0.01
"178",3886791," hard_4",1e-07,3,0,0.505050505051,0.5,0.61,0.01
"179",3886791," easy_3",1e-07,1,0,0.848484848485,0.5,0.61,0.01
"180",3886791," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"181",3978597," hard_1",1e-07,1,0,0.181818181818,0.5,0.61,0.01
"182",3978597," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"183",3978597," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"184",3978597," hard_2",1e-07,1,0,0.939393939394,0.5,0.61,0.01
"185",3978597," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"186",3978597," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"187",3978597," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"188",3978597," hard_5",1e-07,1,0,0.161616161616,0.5,0.61,0.01
"189",3978597," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"190",3978597," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"191",3978597," moderate_1",1e-07,1,0,0.181818181818,0.5,0.61,0.01
"192",3978597," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"193",3978597," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"194",3978597," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"195",3978597," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"196",3978597," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"197",3978597," easy_3",1e-07,1,0,0.10101010101,0.5,0.61,0.01
"198",3978597," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"199",3357363," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"200",3357363," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"201",3357363," hard_3",1e-07,3,0,0.0909090909091,0.5,0.61,0.01
"202",3357363," hard_2",1e-07,2,0,0.454545454545,0.5,0.61,0.01
"203",3357363," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"204",3357363," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"205",3357363," easy_2",1e-07,1,0,0.656565656566,0.5,0.61,0.01
"206",3357363," hard_5",1e-07,1,0,0.141414141414,0.5,0.61,0.01
"207",3357363," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"208",3357363," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"209",3357363," moderate_1",1e-07,1,0,0.464646464646,0.5,0.61,0.01
"210",3357363," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"211",3357363," moderate_4",1e-07,1,0,0.919191919192,0.5,0.61,0.01
"212",3357363," easy_4",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"213",3357363," moderate_3",1e-07,1,0,0.585858585859,0.5,0.61,0.01
"214",3357363," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"215",3357363," easy_3",1e-07,1,0,0.131313131313,0.5,0.61,0.01
"216",3357363," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"217",6409815," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"218",6409815," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"219",6409815," hard_3",1e-07,1,0,0.89898989899,0.5,0.61,0.01
"220",6409815," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"221",6409815," easy_6",1e-07,1,0,0.252525252525,0.5,0.61,0.01
"222",6409815," easy_1",1e-07,1,0,0.363636363636,0.5,0.61,0.01
"223",6409815," easy_2",1e-07,1,0,0.474747474747,0.5,0.61,0.01
"224",6409815," hard_5",1e-07,1,0,0.0505050505051,0.5,0.61,0.01
"225",6409815," moderate_2",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"226",6409815," easy_5",1e-07,1,0,0.131313131313,0.5,0.61,0.01
"227",6409815," moderate_1",1e-07,1,0,0.0505050505051,0.5,0.61,0.01
"228",6409815," moderate_5",1e-07,1,0,0.666666666667,0.5,0.61,0.01
"229",6409815," moderate_4",1e-07,1,0,0.959595959596,0.5,0.61,0.01
"230",6409815," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"231",6409815," moderate_3",1e-07,1,0,0,0.5,0.61,0.01
"232",6409815," hard_4",1e-07,3,0,0.636363636364,0.5,0.61,0.01
"233",6409815," easy_3",1e-07,1,0,0.0909090909091,0.5,0.61,0.01
"234",6409815," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"235",363230," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"236",363230," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"237",363230," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"238",363230," hard_2",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"239",363230," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"240",363230," easy_1",1e-07,1,0,0.959595959596,0.5,0.61,0.01
"241",363230," easy_2",1e-07,1,0,0.454545454545,0.5,0.61,0.01
"242",363230," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"243",363230," moderate_2",1e-07,1,0,0.111111111111,0.5,0.61,0.01
"244",363230," easy_5",1e-07,1,0,0.0707070707071,0.5,0.61,0.01
"245",363230," moderate_1",1e-07,1,0,0.505050505051,0.5,0.61,0.01
"246",363230," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"247",363230," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"248",363230," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"249",363230," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"250",363230," hard_4",1e-07,1,0,0.525252525253,0.5,0.61,0.01
"251",363230," easy_3",1e-07,1,0,0.494949494949,0.5,0.61,0.01
"252",363230," hard_6",1e-07,2,0,0.414141414141,0.5,0.61,0.01
"253",7982418," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"254",7982418," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"255",7982418," hard_3",1e-07,3,0,0.515151515152,0.5,0.61,0.01
"256",7982418," hard_2",1e-07,1,0,0.909090909091,0.5,0.61,0.01
"257",7982418," easy_6",1e-07,1,0,0.444444444444,0.5,0.61,0.01
"258",7982418," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"259",7982418," easy_2",1e-07,1,0,0.525252525253,0.5,0.61,0.01
"260",7982418," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"261",7982418," moderate_2",1e-07,1,0,0.141414141414,0.5,0.61,0.01
"262",7982418," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"263",7982418," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"264",7982418," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"265",7982418," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"266",7982418," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"267",7982418," moderate_3",1e-07,1,0,0.141414141414,0.5,0.61,0.01
"268",7982418," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"269",7982418," easy_3",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"270",7982418," hard_6",1e-07,3,0,0.30303030303,0.5,0.61,0.01
"271",9610839," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"272",9610839," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"273",9610839," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"274",9610839," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"275",9610839," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"276",9610839," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"277",9610839," easy_2",1e-07,1,0,0.545454545455,0.5,0.61,0.01
"278",9610839," hard_5",1e-07,3,0,0.414141414141,0.5,0.61,0.01
"279",9610839," moderate_2",1e-07,1,0,0.868686868687,0.5,0.61,0.01
"280",9610839," easy_5",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"281",9610839," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"282",9610839," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"283",9610839," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"284",9610839," easy_4",1e-07,1,0,0.191919191919,0.5,0.61,0.01
"285",9610839," moderate_3",1e-07,1,0,0.434343434343,0.5,0.61,0.01
"286",9610839," hard_4",1e-07,3,0,0.585858585859,0.5,0.61,0.01
"287",9610839," easy_3",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"288",9610839," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"289",5856065," hard_1",1e-07,3,0,0.484848484848,0.5,0.61,0.01
"290",5856065," moderate_6",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"291",5856065," hard_3",1e-07,1,0,0.10101010101,0.5,0.61,0.01
"292",5856065," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"293",5856065," easy_6",1e-07,1,0,0.444444444444,0.5,0.61,0.01
"294",5856065," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"295",5856065," easy_2",1e-07,1,0,0.434343434343,0.5,0.61,0.01
"296",5856065," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"297",5856065," moderate_2",1e-07,1,0,0.808080808081,0.5,0.61,0.01
"298",5856065," easy_5",1e-07,1,0,0.040404040404,0.5,0.61,0.01
"299",5856065," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"300",5856065," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"301",5856065," moderate_4",1e-07,1,0,0.111111111111,0.5,0.61,0.01
"302",5856065," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"303",5856065," moderate_3",1e-07,1,0,0.959595959596,0.5,0.61,0.01
"304",5856065," hard_4",1e-07,1,0,0.909090909091,0.5,0.61,0.01
"305",5856065," easy_3",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"306",5856065," hard_6",1e-07,2,0,0.454545454545,0.5,0.61,0.01
"307",5337339," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"308",5337339," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"309",5337339," hard_3",1e-07,1,0,0.121212121212,0.5,0.61,0.01
"310",5337339," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"311",5337339," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"312",5337339," easy_1",1e-07,1,0,0.989898989899,0.5,0.61,0.01
"313",5337339," easy_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"314",5337339," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
"315",5337339," moderate_2",1e-07,1,0,0.888888888889,0.5,0.61,0.01
"316",5337339," easy_5",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"317",5337339," moderate_1",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"318",5337339," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"319",5337339," moderate_4",1e-07,1,0,0.959595959596,0.5,0.61,0.01
"320",5337339," easy_4",1e-07,1,0,0.0606060606061,0.5,0.61,0.01
"321",5337339," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"322",5337339," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"323",5337339," easy_3",1e-07,1,0,0.161616161616,0.5,0.61,0.01
"324",5337339," hard_6",1e-07,2,0,0.444444444444,0.5,0.61,0.01
"325",7170614," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"326",7170614," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"327",7170614," hard_3",1e-07,1,0,0.575757575758,0.5,0.61,0.01
"328",7170614," hard_2",1e-07,1,0,0.818181818182,0.5,0.61,0.01
"329",7170614," easy_6",1e-07,1,0,0.505050505051,0.5,0.61,0.01
"330",7170614," easy_1",1e-07,0,0,0,0.5,0.61,0.01
"331",7170614," easy_2",1e-07,1,0,0.767676767677,0.5,0.61,0.01
"332",7170614," hard_5",1e-07,3,0,0.020202020202,0.5,0.61,0.01
"333",7170614," moderate_2",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"334",7170614," easy_5",1e-07,1,0,0.868686868687,0.5,0.61,0.01
"335",7170614," moderate_1",1e-07,1,0,0.878787878788,0.5,0.61,0.01
"336",7170614," moderate_5",1e-07,0,0,0,0.5,0.61,0.01
"337",7170614," moderate_4",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"338",7170614," easy_4",1e-07,1,0,0.313131313131,0.5,0.61,0.01
"339",7170614," moderate_3",1e-07,0,0,0,0.5,0.61,0.01
"340",7170614," hard_4",1e-07,1,0,0.929292929293,0.5,0.61,0.01
"341",7170614," easy_3",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"342",7170614," hard_6",1e-07,1,0,0.363636363636,0.5,0.61,0.01
"343",581038," hard_1",1e-07,2,0,0.818181818182,0.5,0.61,0.01
"344",581038," moderate_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"345",581038," hard_3",1e-07,1,0,0.626262626263,0.5,0.61,0.01
"346",581038," hard_2",1e-07,1,0,0.858585858586,0.5,0.61,0.01
"347",581038," easy_6",1e-07,0,0,0.494949494949,0.5,0.61,0.01
"348",581038," easy_1",1e-07,1,0,0.939393939394,0.5,0.61,0.01
"349",581038," easy_2",1e-07,1,0,0.505050505051,0.5,0.61,0.01
"350",581038," hard_5",1e-07,2,0,0.343434343434,0.5,0.61,0.01
