"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"107",1352071," hard_6",1.1,0,7,0.414141414141,0.2,0.00825,0.6
"108",1352071," hard_6",2.2,0,5,0.424242424242,0.2,0.00825,0.6
"109",7375942," hard_1",1.1,3,4,0.383838383838,0.2,0.00825,0.6
"110",7375942," hard_1",2.2,1,5,0.353535353535,0.2,0.00825,0.6
"111",7375942," moderate_6",1.1,2,4,0.363636363636,0.2,0.00825,0.6
"112",7375942," moderate_6",2.2,1,4,0.353535353535,0.2,0.00825,0.6
"113",7375942," hard_3",1.1,4,4,0.343434343434,0.2,0.00825,0.6
"114",7375942," hard_3",2.2,1,4,0.828282828283,0.2,0.00825,0.6
"115",7375942," hard_2",1.1,3,4,0.383838383838,0.2,0.00825,0.6
"116",7375942," hard_2",2.2,1,3,0.131313131313,0.2,0.00825,0.6
"117",7375942," easy_6",1.1,0,1,0.292929292929,0.2,0.00825,0.6
"118",7375942," easy_6",2.2,0,0,0.494949494949,0.2,0.00825,0.6
"119",7375942," easy_1",1.1,2,4,0.515151515152,0.2,0.00825,0.6
"120",7375942," easy_1",2.2,0,4,0.555555555556,0.2,0.00825,0.6
"121",7375942," easy_2",1.1,0,1,0.79797979798,0.2,0.00825,0.6
"122",7375942," easy_2",2.2,0,1,0.313131313131,0.2,0.00825,0.6
"123",7375942," hard_5",1.1,3,3,0.89898989899,0.2,0.00825,0.6
"124",7375942," hard_5",2.2,0,6,0.505050505051,0.2,0.00825,0.6
"125",7375942," moderate_2",1.1,2,3,0.0909090909091,0.2,0.00825,0.6
"126",7375942," moderate_2",2.2,1,5,0.484848484848,0.2,0.00825,0.6
"127",7375942," easy_5",1.1,3,4,0.181818181818,0.2,0.00825,0.6
"128",7375942," easy_5",2.2,0,6,0.444444444444,0.2,0.00825,0.6
"129",7375942," moderate_1",1.1,0,6,0.333333333333,0.2,0.00825,0.6
"130",7375942," moderate_1",2.2,0,2,0.313131313131,0.2,0.00825,0.6
"131",7375942," moderate_5",1.1,2,4,0.626262626263,0.2,0.00825,0.6
"132",7375942," moderate_5",2.2,0,7,0.878787878788,0.2,0.00825,0.6
"133",7375942," moderate_4",1.1,2,4,0.121212121212,0.2,0.00825,0.6
"134",7375942," moderate_4",2.2,3,3,0.121212121212,0.2,0.00825,0.6
"135",7375942," easy_4",1.1,0,1,0.272727272727,0.2,0.00825,0.6
"136",7375942," easy_4",2.2,0,1,0.252525252525,0.2,0.00825,0.6
"137",7375942," moderate_3",1.1,2,3,0.010101010101,0.2,0.00825,0.6
"138",7375942," moderate_3",2.2,0,3,0.989898989899,0.2,0.00825,0.6
"139",7375942," hard_4",1.1,2,3,0.585858585859,0.2,0.00825,0.6
"140",7375942," hard_4",2.2,1,5,0.89898989899,0.2,0.00825,0.6
"141",7375942," easy_3",1.1,1,4,0.89898989899,0.2,0.00825,0.6
"142",7375942," easy_3",2.2,0,2,0.888888888889,0.2,0.00825,0.6
"143",7375942," hard_6",1.1,0,7,0.40404040404,0.2,0.00825,0.6
"144",7375942," hard_6",2.2,0,7,0.393939393939,0.2,0.00825,0.6
"145",759260," hard_1",1.1,2,3,0.161616161616,0.2,0.00825,0.6
"146",759260," hard_1",2.2,1,5,0.353535353535,0.2,0.00825,0.6
"147",759260," moderate_6",1.1,2,3,0.919191919192,0.2,0.00825,0.6
"148",759260," moderate_6",2.2,0,1,0.353535353535,0.2,0.00825,0.6
"149",759260," hard_3",1.1,2,4,0.333333333333,0.2,0.00825,0.6
"150",759260," hard_3",2.2,1,3,0.20202020202,0.2,0.00825,0.6
"151",759260," hard_2",1.1,2,4,0.141414141414,0.2,0.00825,0.6
"152",759260," hard_2",2.2,1,5,0.353535353535,0.2,0.00825,0.6
"153",759260," easy_6",1.1,0,1,0.424242424242,0.2,0.00825,0.6
"154",759260," easy_6",2.2,0,1,0.40404040404,0.2,0.00825,0.6
"155",759260," easy_1",1.1,0,1,0.89898989899,0.2,0.00825,0.6
"156",759260," easy_1",2.2,0,1,1,0.2,0.00825,0.6
"157",759260," easy_2",1.1,0,1,0.606060606061,0.2,0.00825,0.6
"158",759260," easy_2",2.2,0,3,0.808080808081,0.2,0.00825,0.6
"159",759260," hard_5",1.1,2,3,0.979797979798,0.2,0.00825,0.6
"160",759260," hard_5",2.2,0,7,0.909090909091,0.2,0.00825,0.6
"161",759260," moderate_2",1.1,2,4,0.525252525253,0.2,0.00825,0.6
"162",759260," moderate_2",2.2,0,3,0.626262626263,0.2,0.00825,0.6
"163",759260," easy_5",1.1,3,3,0.626262626263,0.2,0.00825,0.6
"164",759260," easy_5",2.2,0,1,0.626262626263,0.2,0.00825,0.6
"165",759260," moderate_1",1.1,0,6,0.727272727273,0.2,0.00825,0.6
"166",759260," moderate_1",2.2,0,6,0.79797979798,0.2,0.00825,0.6
"167",759260," moderate_5",1.1,2,3,0.959595959596,0.2,0.00825,0.6
"168",759260," moderate_5",2.2,0,6,0.585858585859,0.2,0.00825,0.6
"169",759260," moderate_4",1.1,2,3,0.191919191919,0.2,0.00825,0.6
"170",759260," moderate_4",2.2,2,4,0.616161616162,0.2,0.00825,0.6
"171",759260," easy_4",1.1,0,1,0.121212121212,0.2,0.00825,0.6
"172",759260," easy_4",2.2,0,1,0.252525252525,0.2,0.00825,0.6
"173",759260," moderate_3",1.1,2,4,0.979797979798,0.2,0.00825,0.6
"174",759260," moderate_3",2.2,0,6,0.0808080808081,0.2,0.00825,0.6
"175",759260," hard_4",1.1,4,3,0.535353535354,0.2,0.00825,0.6
"176",759260," hard_4",2.2,1,5,0.151515151515,0.2,0.00825,0.6
"177",759260," easy_3",1.1,0,1,0.949494949495,0.2,0.00825,0.6
"178",759260," easy_3",2.2,0,2,0.111111111111,0.2,0.00825,0.6
"179",759260," hard_6",1.1,0,6,0.414141414141,0.2,0.00825,0.6
"180",759260," hard_6",2.2,0,6,0.383838383838,0.2,0.00825,0.6
"181",2728847," hard_1",1.1,3,3,0.151515151515,0.2,0.00825,0.6
"182",2728847," hard_1",2.2,2,4,0.808080808081,0.2,0.00825,0.6
"183",2728847," moderate_6",1.1,0,2,0.353535353535,0.2,0.00825,0.6
"184",2728847," moderate_6",2.2,1,4,0.636363636364,0.2,0.00825,0.6
"185",2728847," hard_3",1.1,2,4,0.353535353535,0.2,0.00825,0.6
"186",2728847," hard_3",2.2,1,5,0.333333333333,0.2,0.00825,0.6
"187",2728847," hard_2",1.1,5,4,0.393939393939,0.2,0.00825,0.6
"188",2728847," hard_2",2.2,1,3,0.141414141414,0.2,0.00825,0.6
"189",2728847," easy_6",1.1,0,1,0.333333333333,0.2,0.00825,0.6
"190",2728847," easy_6",2.2,0,1,0.30303030303,0.2,0.00825,0.6
"191",2728847," easy_1",1.1,2,4,0.535353535354,0.2,0.00825,0.6
"192",2728847," easy_1",2.2,0,3,0.525252525253,0.2,0.00825,0.6
"193",2728847," easy_2",1.1,0,1,0.737373737374,0.2,0.00825,0.6
"194",2728847," easy_2",2.2,0,1,0.393939393939,0.2,0.00825,0.6
"195",2728847," hard_5",1.1,5,3,0.909090909091,0.2,0.00825,0.6
"196",2728847," hard_5",2.2,0,6,0.494949494949,0.2,0.00825,0.6
"197",2728847," moderate_2",1.1,2,4,0.525252525253,0.2,0.00825,0.6
"198",2728847," moderate_2",2.2,3,3,0.0909090909091,0.2,0.00825,0.6
"199",2728847," easy_5",1.1,1,3,0.434343434343,0.2,0.00825,0.6
"200",2728847," easy_5",2.2,0,6,0.454545454545,0.2,0.00825,0.6
"201",2728847," moderate_1",1.1,3,4,0.818181818182,0.2,0.00825,0.6
"202",2728847," moderate_1",2.2,0,5,0.333333333333,0.2,0.00825,0.6
"203",2728847," moderate_5",1.1,2,4,0.818181818182,0.2,0.00825,0.6
"204",2728847," moderate_5",2.2,0,6,0.020202020202,0.2,0.00825,0.6
"205",2728847," moderate_4",1.1,3,4,0.939393939394,0.2,0.00825,0.6
"206",2728847," moderate_4",2.2,0,6,0.646464646465,0.2,0.00825,0.6
"207",2728847," easy_4",1.1,0,1,0.151515151515,0.2,0.00825,0.6
"208",2728847," easy_4",2.2,0,1,0.141414141414,0.2,0.00825,0.6
"209",2728847," moderate_3",1.1,1,5,0.474747474747,0.2,0.00825,0.6
"210",2728847," moderate_3",2.2,0,6,0,0.2,0.00825,0.6
"211",2728847," hard_4",1.1,2,4,0.505050505051,0.2,0.00825,0.6
"212",2728847," hard_4",2.2,1,5,0.818181818182,0.2,0.00825,0.6
"213",2728847," easy_3",1.1,2,4,0.0909090909091,0.2,0.00825,0.6
"214",2728847," easy_3",2.2,0,5,0.868686868687,0.2,0.00825,0.6
"215",2728847," hard_6",1.1,0,6,0.373737373737,0.2,0.00825,0.6
"216",2728847," hard_6",2.2,0,5,0.393939393939,0.2,0.00825,0.6
"217",4551832," hard_1",1.1,3,4,0.161616161616,0.2,0.00825,0.6
"218",4551832," hard_1",2.2,1,4,0.141414141414,0.2,0.00825,0.6
"219",4551832," moderate_6",1.1,0,2,0.363636363636,0.2,0.00825,0.6
"220",4551832," moderate_6",2.2,2,4,0.59595959596,0.2,0.00825,0.6
"221",4551832," hard_3",1.1,2,4,0.636363636364,0.2,0.00825,0.6
"222",4551832," hard_3",2.2,2,3,0.313131313131,0.2,0.00825,0.6
"223",4551832," hard_2",1.1,3,3,0.707070707071,0.2,0.00825,0.6
"224",4551832," hard_2",2.2,2,4,0.434343434343,0.2,0.00825,0.6
"225",4551832," easy_6",1.1,0,1,0.484848484848,0.2,0.00825,0.6
"226",4551832," easy_6",2.2,0,1,0.414141414141,0.2,0.00825,0.6
"227",4551832," easy_1",1.1,0,1,0.545454545455,0.2,0.00825,0.6
"228",4551832," easy_1",2.2,0,5,0.535353535354,0.2,0.00825,0.6
"229",4551832," easy_2",1.1,0,1,0.232323232323,0.2,0.00825,0.6
"230",4551832," easy_2",2.2,0,1,0.666666666667,0.2,0.00825,0.6
"231",4551832," hard_5",1.1,5,4,0.909090909091,0.2,0.00825,0.6
"232",4551832," hard_5",2.2,0,7,0.919191919192,0.2,0.00825,0.6
"233",4551832," moderate_2",1.1,5,4,0.0909090909091,0.2,0.00825,0.6
"234",4551832," moderate_2",2.2,1,5,0.565656565657,0.2,0.00825,0.6
"235",4551832," easy_5",1.1,0,1,0.646464646465,0.2,0.00825,0.6
"236",4551832," easy_5",2.2,0,5,0.575757575758,0.2,0.00825,0.6
"237",4551832," moderate_1",1.1,0,4,0.323232323232,0.2,0.00825,0.6
"238",4551832," moderate_1",2.2,0,4,0.69696969697,0.2,0.00825,0.6
"239",4551832," moderate_5",1.1,2,4,0.626262626263,0.2,0.00825,0.6
"240",4551832," moderate_5",2.2,0,6,0.656565656566,0.2,0.00825,0.6
"241",4551832," moderate_4",1.1,2,4,0.131313131313,0.2,0.00825,0.6
"242",4551832," moderate_4",2.2,0,6,0.626262626263,0.2,0.00825,0.6
"243",4551832," easy_4",1.1,0,1,0.888888888889,0.2,0.00825,0.6
"244",4551832," easy_4",2.2,0,1,0.131313131313,0.2,0.00825,0.6
"245",4551832," moderate_3",1.1,2,3,0.494949494949,0.2,0.00825,0.6
"246",4551832," moderate_3",2.2,0,5,0.515151515152,0.2,0.00825,0.6
"247",4551832," hard_4",1.1,2,4,0.676767676768,0.2,0.00825,0.6
"248",4551832," hard_4",2.2,1,5,0.989898989899,0.2,0.00825,0.6
"249",4551832," easy_3",1.1,0,2,0.909090909091,0.2,0.00825,0.6
"250",4551832," easy_3",2.2,0,4,0.89898989899,0.2,0.00825,0.6
"251",4551832," hard_6",1.1,0,7,0.393939393939,0.2,0.00825,0.6
"252",4551832," hard_6",2.2,0,6,0.383838383838,0.2,0.00825,0.6
"253",595262," hard_1",1.1,3,4,0.161616161616,0.2,0.00825,0.6
"254",595262," hard_1",2.2,3,3,0.161616161616,0.2,0.00825,0.6
"255",595262," moderate_6",1.1,0,1,0.333333333333,0.2,0.00825,0.6
"256",595262," moderate_6",2.2,0,2,0.373737373737,0.2,0.00825,0.6
"257",595262," hard_3",1.1,2,4,0.575757575758,0.2,0.00825,0.6
"258",595262," hard_3",2.2,1,5,0.343434343434,0.2,0.00825,0.6
"259",595262," hard_2",1.1,3,4,0.383838383838,0.2,0.00825,0.6
"260",595262," hard_2",2.2,1,4,0.434343434343,0.2,0.00825,0.6
"261",595262," easy_6",1.1,0,1,0.414141414141,0.2,0.00825,0.6
"262",595262," easy_6",2.2,0,0,0.494949494949,0.2,0.00825,0.6
"263",595262," easy_1",1.1,1,4,0.89898989899,0.2,0.00825,0.6
"264",595262," easy_1",2.2,0,2,0.525252525253,0.2,0.00825,0.6
"265",595262," easy_2",1.1,0,1,0.313131313131,0.2,0.00825,0.6
"266",595262," easy_2",2.2,0,2,0.444444444444,0.2,0.00825,0.6
"267",595262," hard_5",1.1,3,4,0.89898989899,0.2,0.00825,0.6
"268",595262," hard_5",2.2,0,6,0.868686868687,0.2,0.00825,0.6
"269",595262," moderate_2",1.1,4,4,0.919191919192,0.2,0.00825,0.6
"270",595262," moderate_2",2.2,2,4,0.0909090909091,0.2,0.00825,0.6
"271",595262," easy_5",1.1,1,4,0.353535353535,0.2,0.00825,0.6
"272",595262," easy_5",2.2,2,3,0.909090909091,0.2,0.00825,0.6
"273",595262," moderate_1",1.1,1,5,0.848484848485,0.2,0.00825,0.6
"274",595262," moderate_1",2.2,0,4,0.787878787879,0.2,0.00825,0.6
"275",595262," moderate_5",1.1,0,2,0.909090909091,0.2,0.00825,0.6
"276",595262," moderate_5",2.2,0,8,0.606060606061,0.2,0.00825,0.6
"277",595262," moderate_4",1.1,2,4,0.424242424242,0.2,0.00825,0.6
"278",595262," moderate_4",2.2,0,4,0.59595959596,0.2,0.00825,0.6
"279",595262," easy_4",1.1,0,1,0.727272727273,0.2,0.00825,0.6
"280",595262," easy_4",2.2,0,2,0.858585858586,0.2,0.00825,0.6
"281",595262," moderate_3",1.1,3,4,0.313131313131,0.2,0.00825,0.6
"282",595262," moderate_3",2.2,0,6,0.484848484848,0.2,0.00825,0.6
"283",595262," hard_4",1.1,4,4,0.909090909091,0.2,0.00825,0.6
"284",595262," hard_4",2.2,1,6,0.89898989899,0.2,0.00825,0.6
"285",595262," easy_3",1.1,0,1,0.878787878788,0.2,0.00825,0.6
"286",595262," easy_3",2.2,0,3,0.121212121212,0.2,0.00825,0.6
"287",595262," hard_6",1.1,0,9,0.383838383838,0.2,0.00825,0.6
"288",595262," hard_6",2.2,0,6,0.353535353535,0.2,0.00825,0.6
"289",337990," hard_1",1.1,3,2,0.383838383838,0.2,0.00825,0.6
"290",337990," hard_1",2.2,3,2,0.161616161616,0.2,0.00825,0.6
"291",337990," moderate_6",1.1,2,3,0.868686868687,0.2,0.00825,0.6
"292",337990," moderate_6",2.2,4,4,0.878787878788,0.2,0.00825,0.6
"293",337990," hard_3",1.1,3,4,0.161616161616,0.2,0.00825,0.6
"294",337990," hard_3",2.2,1,5,0.272727272727,0.2,0.00825,0.6
"295",337990," hard_2",1.1,3,4,0.383838383838,0.2,0.00825,0.6
"296",337990," hard_2",2.2,1,4,0.131313131313,0.2,0.00825,0.6
"297",337990," easy_6",1.1,0,1,0.353535353535,0.2,0.00825,0.6
"298",337990," easy_6",2.2,0,1,0.191919191919,0.2,0.00825,0.6
"299",337990," easy_1",1.1,0,3,0.989898989899,0.2,0.00825,0.6
"300",337990," easy_1",2.2,0,1,0.545454545455,0.2,0.00825,0.6
"301",337990," easy_2",1.1,0,1,0.282828282828,0.2,0.00825,0.6
"302",337990," easy_2",2.2,0,1,0.727272727273,0.2,0.00825,0.6
"303",337990," hard_5",1.1,2,3,0.393939393939,0.2,0.00825,0.6
"304",337990," hard_5",2.2,0,5,0.505050505051,0.2,0.00825,0.6
"305",337990," moderate_2",1.1,2,3,0.424242424242,0.2,0.00825,0.6
"306",337990," moderate_2",2.2,2,4,0.89898989899,0.2,0.00825,0.6
"307",337990," easy_5",1.1,0,1,0.373737373737,0.2,0.00825,0.6
"308",337990," easy_5",2.2,1,5,0.656565656566,0.2,0.00825,0.6
"309",337990," moderate_1",1.1,3,3,0.818181818182,0.2,0.00825,0.6
"310",337990," moderate_1",2.2,0,2,0.313131313131,0.2,0.00825,0.6
"311",337990," moderate_5",1.1,3,4,0.59595959596,0.2,0.00825,0.6
"312",337990," moderate_5",2.2,0,5,0.939393939394,0.2,0.00825,0.6
"313",337990," moderate_4",1.1,4,3,0.121212121212,0.2,0.00825,0.6
"314",337990," moderate_4",2.2,2,4,0.141414141414,0.2,0.00825,0.6
"315",337990," easy_4",1.1,0,2,0.252525252525,0.2,0.00825,0.6
"316",337990," easy_4",2.2,0,5,0.232323232323,0.2,0.00825,0.6
"317",337990," moderate_3",1.1,3,4,0.505050505051,0.2,0.00825,0.6
"318",337990," moderate_3",2.2,0,8,0.505050505051,0.2,0.00825,0.6
"319",337990," hard_4",1.1,2,4,0.79797979798,0.2,0.00825,0.6
"320",337990," hard_4",2.2,1,4,0.555555555556,0.2,0.00825,0.6
"321",337990," easy_3",1.1,0,2,0.141414141414,0.2,0.00825,0.6
"322",337990," easy_3",2.2,0,1,0.151515151515,0.2,0.00825,0.6
"323",337990," hard_6",1.1,0,6,0.474747474747,0.2,0.00825,0.6
"324",337990," hard_6",2.2,0,6,0.484848484848,0.2,0.00825,0.6
"325",2113202," hard_1",1.1,3,3,0.383838383838,0.2,0.00825,0.6
"326",2113202," hard_1",2.2,1,5,0.343434343434,0.2,0.00825,0.6
"327",2113202," moderate_6",1.1,4,4,0.878787878788,0.2,0.00825,0.6
"328",2113202," moderate_6",2.2,1,4,0.353535353535,0.2,0.00825,0.6
"329",2113202," hard_3",1.1,2,4,0.909090909091,0.2,0.00825,0.6
"330",2113202," hard_3",2.2,1,5,0.353535353535,0.2,0.00825,0.6
"331",2113202," hard_2",1.1,2,4,0.141414141414,0.2,0.00825,0.6
"332",2113202," hard_2",2.2,3,5,0.414141414141,0.2,0.00825,0.6
"333",2113202," easy_6",1.1,0,0,0.494949494949,0.2,0.00825,0.6
"334",2113202," easy_6",2.2,0,1,0.363636363636,0.2,0.00825,0.6
"335",2113202," easy_1",1.1,0,1,0.161616161616,0.2,0.00825,0.6
"336",2113202," easy_1",2.2,0,4,0.929292929293,0.2,0.00825,0.6
"337",2113202," easy_2",1.1,0,1,0.252525252525,0.2,0.00825,0.6
"338",2113202," easy_2",2.2,0,1,0.838383838384,0.2,0.00825,0.6
"339",2113202," hard_5",1.1,2,4,0.0707070707071,0.2,0.00825,0.6
"340",2113202," hard_5",2.2,0,6,0.464646464646,0.2,0.00825,0.6
"341",2113202," moderate_2",1.1,2,4,0.121212121212,0.2,0.00825,0.6
"342",2113202," moderate_2",2.2,1,5,0.535353535354,0.2,0.00825,0.6
"343",2113202," easy_5",1.1,3,3,0.626262626263,0.2,0.00825,0.6
"344",2113202," easy_5",2.2,1,5,0.434343434343,0.2,0.00825,0.6
"345",2113202," moderate_1",1.1,1,4,0.686868686869,0.2,0.00825,0.6
"346",2113202," moderate_1",2.2,0,6,0.333333333333,0.2,0.00825,0.6
"347",2113202," moderate_5",1.1,2,2,0.919191919192,0.2,0.00825,0.6
"348",2113202," moderate_5",2.2,0,10,0.929292929293,0.2,0.00825,0.6
